Python;Java;C++;JavaScript;C#;PHP;Ruby;Swift;Go;Rust;Others;Software_Development_Experience;Database_Management;Networking_Skills;Web_Development_Experience;Communication_Skills;Problem_Solving_Abilities;Teamwork_Collaboration;Time_Management;Adaptability;Career_Goals
7;9;8;7;4;3;0;9;2;3;6;8;3;3;0;7;4;4;7;4;IT Project Manager
9;6;9;8;6;3;5;0;5;2;4;4;6;5;0;0;0;2;7;2;Computer Systems Analyst
8;8;0;4;3;5;2;7;3;5;6;6;7;0;8;8;6;1;8;8;Computer and Information Research Scientist
6;3;6;1;8;6;4;7;1;7;7;2;5;6;9;9;8;8;1;6;Front End Developer
0;2;3;3;9;0;2;6;3;6;5;2;9;1;0;5;7;4;6;7;Technical Support Engineer
2;9;4;4;7;3;3;2;2;6;1;2;9;3;1;8;7;7;5;0;Technical Support Engineer
1;7;0;2;0;1;0;8;1;5;8;6;2;2;6;0;4;2;2;2;Network Administrator
4;9;0;1;9;1;5;7;2;3;5;9;3;3;5;0;0;4;0;5;Technical Writer
4;6;3;4;7;8;0;6;7;9;3;3;9;6;1;7;1;9;0;8;UI/UX Designer
9;4;0;7;7;0;4;1;7;8;7;5;3;7;3;4;9;3;9;2;Cybersecurity Analyst
1;3;0;2;6;7;0;3;2;7;0;4;6;6;8;2;3;9;3;8;Back End Developer
7;5;6;5;8;3;1;8;5;8;7;7;8;8;9;0;0;8;5;7;IT Project Manager
5;5;2;6;9;8;2;2;5;4;0;9;1;7;2;2;6;4;8;5;Technical Writer
5;6;3;7;9;6;6;1;7;1;7;0;0;8;0;5;5;1;8;9;Software Developer
7;4;5;6;0;2;3;5;8;9;2;0;2;1;7;3;2;1;9;5;Computer Programmer
9;0;2;4;9;7;2;3;7;3;9;2;8;3;2;3;6;7;2;5;Computer Systems Manager
0;3;4;0;0;2;7;3;1;3;4;1;0;3;8;4;7;1;6;7;Systems Analyst
7;5;9;6;9;4;1;2;0;6;1;8;8;0;8;6;0;5;9;8;Computer Programmer
5;4;0;8;3;1;0;2;9;0;1;8;3;7;3;7;4;4;1;6;Computer Hardware Engineer
5;6;5;7;1;5;5;3;9;6;3;2;0;2;9;0;4;3;4;1;Technical Writer
6;0;4;5;1;3;7;7;6;0;1;1;5;7;4;2;5;3;0;1;Software Engineer
3;0;8;4;4;3;2;4;9;4;5;4;0;8;4;5;6;8;2;1;Business Intelligence Analyst
7;6;0;5;5;6;5;4;4;0;2;7;9;3;6;5;2;8;3;4;Technical Support Engineer
8;3;9;5;8;6;1;2;1;2;1;3;1;1;0;2;2;9;6;3;Software Tester
8;5;4;8;5;4;3;5;3;4;8;1;3;9;9;9;0;8;2;0;Database Administrator
4;2;7;1;0;2;1;8;5;6;4;7;7;8;5;8;2;4;9;0;Network Engineer
9;7;3;1;0;5;4;7;3;8;3;0;9;6;0;7;3;7;5;0;Software Developer
2;9;3;5;6;6;1;6;9;2;4;4;7;9;6;2;5;7;2;3;Software Developer
3;5;8;1;3;3;2;3;8;6;5;9;1;7;1;4;8;0;8;1;Machine Learning Engineer
7;9;1;6;2;7;3;2;1;0;1;3;5;5;4;5;9;1;5;3;IT Consultant
0;5;7;9;5;2;9;0;9;2;0;3;2;8;7;6;9;7;8;4;Game Developer
3;1;4;1;7;7;8;5;0;1;8;7;7;9;9;3;0;0;2;7;Software Tester
7;1;1;6;3;5;6;6;5;6;0;2;1;0;1;7;8;8;8;5;Business Intelligence Analyst
6;4;8;7;2;0;2;2;1;3;1;0;9;8;1;6;8;6;4;7;Back End Developer
7;7;2;3;6;4;5;7;9;3;5;8;9;1;6;1;8;2;5;0;Full Stack Developer
2;3;1;7;8;9;8;2;3;2;6;8;6;0;0;7;2;2;1;1;Game Developer
9;8;2;3;4;7;2;0;7;3;0;5;6;9;8;3;9;8;9;2;Technical Writer
9;8;2;1;5;8;4;4;5;9;1;3;1;1;6;6;4;1;8;4;Front End Developer
3;1;3;2;0;5;4;5;1;6;8;5;9;1;8;6;1;3;4;8;Network Engineer
3;8;6;4;0;7;7;1;5;8;5;3;5;1;6;3;9;8;9;8;Research Scientist
2;0;0;7;0;0;6;8;6;8;7;4;6;4;1;5;3;9;6;4;Mobile App Developer
3;6;0;7;2;9;3;8;0;3;5;2;1;6;6;5;0;2;0;1;Game Developer
0;5;9;3;5;1;5;8;9;2;4;1;8;8;5;3;3;9;9;2;Computer Systems Analyst
6;5;0;4;0;5;7;6;1;6;9;6;6;7;4;8;8;1;5;3;Web Developer
5;6;3;5;3;9;4;2;6;8;8;8;0;4;5;6;8;8;7;8;Computer Hardware Engineer
1;3;6;5;1;2;3;0;5;1;4;4;2;8;6;4;9;2;5;5;Computer Programmer
3;0;0;3;8;9;8;9;5;4;1;1;3;2;0;9;8;0;7;5;IT Consultant
1;0;5;2;9;5;6;5;7;5;1;6;1;8;7;3;1;3;8;0;DevOps Engineer
7;9;1;4;3;6;1;8;4;1;6;6;6;5;1;2;6;0;8;5;Quality Assurance Engineer
2;4;2;7;4;4;9;3;1;9;1;9;9;1;3;3;4;6;1;2;Back End Developer
3;1;8;6;3;6;4;6;7;6;8;2;7;8;5;9;5;5;9;6;Back End Developer
4;7;2;7;4;8;9;2;8;0;7;9;2;3;5;3;7;9;5;4;Back End Developer
6;0;5;1;6;4;2;9;3;1;0;9;4;2;9;1;4;9;9;3;Software Developer
3;6;8;5;1;7;9;8;1;8;4;4;6;5;8;6;5;7;5;2;Network Administrator
4;8;7;2;1;0;3;0;9;3;4;7;7;9;6;7;0;5;2;6;Business Intelligence Analyst
3;3;5;7;4;5;1;6;2;9;3;2;1;4;7;8;1;4;8;4;Software Developer
9;2;5;1;7;0;2;4;2;9;7;7;6;6;0;7;9;0;3;6;Web Developer
4;7;0;4;2;7;8;5;7;2;3;5;0;4;2;1;4;0;8;9;Computer Systems Manager
3;3;7;1;9;0;6;8;2;2;4;8;8;5;0;1;3;3;6;5;UI/UX Designer
5;2;1;6;1;1;6;4;1;4;4;2;0;9;7;2;3;4;7;4;Cloud Architect
3;4;3;7;1;9;5;5;9;8;9;0;0;3;7;0;0;3;6;6;Software Developer
7;8;9;0;8;4;9;0;6;2;7;8;4;8;5;9;9;0;3;1;Business Intelligence Analyst
6;8;9;3;5;0;8;3;2;4;8;7;3;0;4;7;1;7;9;9;Data Scientist
7;2;6;4;8;4;5;4;9;3;7;9;7;0;9;7;2;4;3;6;Back End Developer
3;6;2;0;3;6;7;7;7;8;0;3;7;3;5;2;9;7;3;9;Full Stack Developer
4;2;1;0;4;4;8;9;4;4;4;9;8;8;9;4;5;7;1;5;Business Intelligence Analyst
5;4;2;9;9;0;3;5;1;9;1;9;5;5;4;8;1;9;1;9;Computer Network Architect
7;6;0;1;0;6;9;0;4;3;4;0;0;2;8;0;4;3;7;5;Computer Systems Analyst
8;7;0;4;6;9;5;4;0;2;3;1;1;4;8;7;8;8;9;2;Technical Writer
2;9;7;0;6;5;9;8;7;5;1;0;7;2;9;3;3;1;2;8;Software Tester
2;6;0;9;1;0;7;8;9;7;5;7;7;7;3;9;3;6;7;1;UI/UX Designer
9;9;6;1;0;6;9;4;6;7;5;8;4;0;1;1;7;6;7;4;Computer Hardware Engineer
0;0;7;1;8;9;4;7;2;5;2;0;3;9;0;4;0;8;2;4;UI/UX Designer
0;2;8;3;8;1;6;3;4;7;9;5;1;4;7;1;7;1;2;4;Quality Assurance Engineer
3;1;3;8;7;1;9;7;4;4;5;4;9;7;9;5;5;6;0;2;Computer Systems Manager
1;3;2;6;2;7;0;1;0;4;1;3;6;1;6;7;1;7;3;0;Research Scientist
0;8;5;9;2;8;9;9;7;5;9;5;4;4;2;2;5;5;3;4;Back End Developer
0;3;1;1;5;9;5;6;2;9;6;3;3;2;6;7;2;8;2;6;Computer Science Teacher
1;4;0;8;2;8;8;2;0;5;8;7;8;6;9;0;6;2;2;5;Cybersecurity Analyst
7;5;0;6;8;1;8;3;0;0;2;8;8;8;4;9;3;4;9;8;Computer Systems Manager
0;5;4;0;9;0;2;3;7;1;3;0;0;8;9;6;1;1;4;4;Software Developer
4;0;4;3;9;9;7;0;3;7;0;5;1;2;3;0;5;0;3;2;Research Scientist
2;1;9;3;2;6;2;9;5;5;5;5;1;9;5;6;9;5;9;4;Business Intelligence Analyst
1;2;7;8;4;7;2;5;1;0;7;5;1;6;2;2;6;6;4;5;Computer Network Architect
8;9;8;6;3;7;3;4;7;0;6;7;0;5;0;4;8;1;0;4;Research Scientist
5;1;7;6;6;0;6;6;7;4;5;0;0;6;8;0;4;4;7;2;IT Project Manager
7;5;0;1;5;4;5;5;5;2;1;5;6;6;8;1;7;9;9;5;DevOps Engineer
3;6;2;1;3;3;9;2;0;9;9;9;3;4;6;2;1;3;7;2;Systems Analyst
3;2;9;8;9;2;6;2;8;8;2;6;8;6;7;0;9;2;4;0;Quality Assurance Engineer
5;1;1;5;0;5;1;4;9;1;1;6;3;5;1;3;7;6;9;8;Computer Science Teacher
9;2;8;7;6;8;2;4;4;7;1;9;3;9;4;2;8;1;1;3;Back End Developer
9;9;7;2;5;6;2;0;3;6;2;6;9;7;7;0;9;2;7;8;Quality Assurance Engineer
1;8;8;5;3;9;3;2;6;8;0;4;7;6;2;6;3;5;6;3;Web Developer
9;6;5;9;1;9;0;6;8;5;9;2;9;6;9;5;4;1;8;4;Computer Network Architect
3;4;6;0;2;1;1;1;5;4;4;8;1;9;3;2;8;8;8;2;Back End Developer
3;5;6;8;3;2;7;3;6;8;3;0;8;8;1;9;7;7;4;1;Mobile App Developer
9;0;0;0;4;2;7;8;0;4;4;7;9;5;0;1;5;9;7;0;Quality Assurance Engineer
9;8;7;4;4;0;3;3;2;7;6;8;9;4;5;1;7;2;5;3;Software Tester
4;8;3;7;7;3;2;1;9;7;5;0;6;3;7;4;4;4;9;1;IT Support Specialist
2;1;3;5;0;7;2;8;4;0;4;8;5;2;1;0;5;8;2;9;Software Tester
9;5;9;6;6;4;7;2;5;7;8;1;5;6;6;6;2;0;3;2;Computer and Information Research Scientist
0;4;6;5;9;1;6;3;8;1;1;6;8;1;7;2;8;7;6;2;Technical Support Engineer
4;7;4;5;4;5;9;5;2;9;9;1;2;3;1;6;1;4;5;6;IT Consultant
2;0;6;5;1;9;9;5;8;7;8;7;0;8;7;4;0;2;6;2;Game Developer
0;3;7;0;5;4;7;5;2;9;5;9;1;8;6;7;6;9;9;1;Embedded Systems Engineer
9;7;3;5;1;5;1;2;3;6;1;5;4;5;7;6;5;5;5;0;UI/UX Designer
5;8;2;5;1;5;7;0;4;7;3;0;1;3;7;4;8;9;8;0;Game Developer
5;9;5;0;4;3;3;2;8;8;9;3;6;1;9;9;9;6;6;4;Machine Learning Engineer
8;9;9;7;9;8;6;5;3;6;8;2;5;5;1;9;7;4;9;6;Software Developer
4;3;6;3;7;7;7;7;2;5;0;3;8;7;8;6;1;5;1;5;Artificial Intelligence Engineer
5;0;1;1;6;2;9;7;3;2;2;4;7;0;4;5;6;3;6;3;Data Scientist
5;3;4;7;1;5;6;5;1;5;6;9;4;5;1;2;7;4;8;5;Machine Learning Engineer
1;9;7;0;1;9;8;6;4;8;1;7;8;8;2;3;9;9;7;5;Embedded Systems Engineer
7;6;9;0;5;5;3;0;6;1;2;2;6;4;3;3;1;0;3;7;Back End Developer
9;6;6;9;1;3;1;4;4;2;3;2;3;0;6;7;1;4;7;0;Web Developer
3;8;8;7;2;4;6;3;6;8;0;2;4;3;9;9;9;2;6;6;IT Sales Professional
6;9;8;4;9;7;0;3;7;5;7;6;1;8;1;8;3;6;9;0;Business Intelligence Analyst
3;8;8;9;5;1;0;9;6;2;6;3;5;9;7;8;9;7;3;3;Computer Network Architect
9;7;9;4;1;2;8;3;3;0;8;5;3;3;6;6;3;5;2;6;Business Intelligence Analyst
4;4;0;8;7;3;3;6;8;6;4;4;0;8;8;9;6;2;2;7;Game Developer
3;7;5;8;7;4;6;2;6;9;1;3;6;3;2;6;4;6;5;8;Quality Assurance Engineer
4;2;0;4;8;5;3;6;2;1;0;9;8;0;3;6;2;2;3;3;Digital Marketing Specialist
4;9;4;0;3;8;3;6;3;0;9;5;2;4;7;8;8;5;0;1;Cloud Architect
3;8;9;4;9;5;6;8;8;4;0;7;3;2;7;0;5;6;4;5;IT Sales Professional
1;1;9;7;0;7;5;0;0;9;9;3;2;5;3;1;2;2;9;6;Computer Network Architect
0;3;5;4;5;7;5;2;3;4;0;5;7;3;6;5;5;3;5;2;Software Developer
7;3;6;2;7;9;3;5;7;9;7;7;8;6;2;1;0;3;9;7;Computer Hardware Engineer
4;9;7;3;1;8;9;2;0;1;6;9;0;8;4;8;6;2;1;6;Computer and Information Research Scientist
8;6;8;3;3;6;6;3;5;9;1;6;2;4;3;4;6;0;2;3;Software Developer
7;4;2;9;9;2;6;2;1;1;8;7;4;4;0;5;6;8;5;1;Technical Support Engineer
1;1;6;6;1;5;6;4;1;1;7;8;1;9;1;4;7;9;9;8;Technical Support Engineer
5;4;3;9;7;9;3;3;3;2;9;4;0;0;6;8;8;3;8;2;Technical Support Engineer
1;1;7;0;6;6;1;2;2;5;7;5;2;4;9;1;6;1;4;1;Systems Analyst
2;8;9;5;8;9;1;7;5;5;6;1;3;1;9;5;5;9;5;8;Software Developer
5;8;4;3;5;6;9;8;3;2;3;5;6;0;1;3;8;7;0;1;Machine Learning Engineer
4;9;0;9;7;3;9;1;9;1;8;0;8;6;5;8;5;9;5;1;Technical Support Engineer
5;7;7;0;2;8;6;7;9;0;0;6;1;8;1;7;7;7;2;5;Cybersecurity Analyst
5;2;7;5;4;3;3;5;6;1;0;4;7;2;5;8;5;9;8;6;Software Developer
7;8;2;4;7;3;9;2;4;9;9;3;4;2;3;2;1;7;3;8;IT Consultant
3;0;1;3;4;3;5;1;1;0;6;0;7;9;9;7;6;2;5;5;Data Scientist
7;9;6;5;7;7;4;7;5;8;1;2;0;5;3;7;9;8;6;4;Research Scientist
4;1;0;7;0;2;0;0;0;1;9;9;7;2;9;6;7;6;8;9;Computer and Information Research Scientist
4;5;0;3;5;0;4;4;4;1;0;7;1;2;3;3;4;7;8;9;Cybersecurity Analyst
0;7;3;5;9;2;8;5;7;1;9;3;6;4;1;1;3;1;5;9;UI/UX Designer
4;2;8;2;6;6;2;1;3;4;5;5;9;8;2;1;0;2;4;1;Business Intelligence Analyst
6;2;7;4;7;0;8;1;3;4;0;6;9;0;8;1;7;2;1;5;Computer Science Teacher
4;6;0;0;1;8;4;2;5;3;6;0;9;7;7;7;8;3;3;3;Systems Analyst
5;5;2;3;4;5;1;9;8;9;7;8;4;1;1;9;4;2;1;9;Cloud Architect
3;7;9;0;6;5;3;6;9;6;8;3;3;3;0;9;1;5;5;3;Back End Developer
6;2;9;3;0;1;4;5;4;7;7;0;5;6;2;7;5;7;4;3;Software Developer
2;0;1;0;2;0;0;1;6;2;8;8;7;1;9;6;3;1;2;8;Back End Developer
4;9;0;4;0;2;0;1;1;2;5;5;7;8;9;1;7;6;4;6;Computer Systems Analyst
9;9;2;7;5;5;7;7;0;4;1;0;8;3;9;5;1;0;8;5;Computer and Information Systems Manager
6;6;6;3;2;1;6;5;3;2;6;2;8;6;3;8;7;5;9;0;IT Project Manager
3;4;9;9;1;7;2;5;0;2;8;7;1;7;2;7;8;6;2;6;Network Administrator
5;5;3;8;8;9;9;9;3;0;5;2;2;6;9;2;1;9;2;0;DevOps Engineer
6;6;8;7;8;0;2;9;2;3;6;9;4;1;3;9;8;4;6;5;Computer Programmer
7;3;7;1;1;0;9;3;5;0;7;7;2;6;7;0;9;8;8;1;Blockchain Developer
9;8;4;4;2;2;3;0;6;4;2;0;4;2;9;7;0;7;2;1;Research Scientist
9;8;4;7;0;4;2;6;8;0;0;6;9;3;2;0;1;2;6;4;Computer and Information Systems Manager
1;3;3;1;9;7;7;0;7;8;2;8;7;7;7;3;4;5;3;3;Software Engineer
7;8;1;3;8;7;4;0;8;0;4;3;7;6;6;6;5;0;3;4;Database Administrator
2;6;8;2;4;4;0;3;3;8;2;5;1;8;3;7;1;2;4;1;Computer and Information Research Scientist
9;8;0;8;6;6;1;0;5;0;5;8;7;6;7;4;4;8;5;6;IT Consultant
7;9;6;2;5;5;8;5;2;7;6;5;7;3;0;8;5;1;1;0;IT Consultant
5;0;0;2;3;1;2;1;1;9;5;9;2;1;6;7;6;1;8;5;Back End Developer
2;2;2;4;8;7;1;7;3;6;5;2;0;7;5;1;0;8;7;5;IT Sales Professional
2;3;9;4;5;2;9;9;9;0;6;1;1;0;2;4;7;1;6;2;IT Support Specialist
0;7;5;8;1;3;7;8;6;8;1;2;0;2;6;2;5;1;1;4;Systems Analyst
1;2;1;8;1;7;0;8;3;3;9;1;8;4;7;7;6;7;0;3;DevOps Engineer
6;9;2;4;9;6;2;2;6;5;4;0;1;3;5;8;3;4;4;2;Technical Writer
8;0;4;1;6;5;5;3;3;2;4;1;5;8;3;3;6;6;7;9;Systems Analyst
5;2;7;1;4;3;3;3;3;0;6;2;1;6;3;7;5;1;0;9;Machine Learning Engineer
6;9;5;3;4;1;4;8;3;9;8;7;3;5;3;7;2;5;2;8;Technical Support Engineer
1;4;7;8;1;0;4;4;1;4;5;2;9;8;4;6;9;1;6;5;Digital Marketing Specialist
9;4;4;7;1;2;8;9;6;8;8;1;3;2;5;8;1;8;5;4;Back End Developer
7;6;4;3;3;3;4;1;0;1;5;4;8;2;1;0;2;0;7;5;Quality Assurance Engineer
3;2;0;7;6;0;8;6;7;1;4;5;9;8;1;3;5;3;3;2;Front End Developer
6;7;5;2;0;9;1;7;2;6;7;1;8;1;2;2;2;6;5;4;Artificial Intelligence Engineer
3;7;7;4;6;8;5;9;4;3;3;5;0;5;7;0;4;5;5;9;Network Engineer
2;1;7;2;9;9;3;6;0;1;4;6;5;5;8;3;9;0;0;5;Software Developer
2;6;6;1;7;4;3;4;4;0;2;0;8;1;5;0;8;3;8;5;Computer Systems Manager
7;3;0;1;1;8;2;6;8;1;8;4;8;5;8;6;2;1;3;1;Technical Writer
3;6;9;4;2;8;8;5;5;8;5;8;2;3;6;9;4;8;2;9;Systems Analyst
2;1;5;6;9;1;9;4;2;3;2;1;1;8;3;6;2;0;2;4;Software Tester
8;2;6;4;9;9;8;0;0;4;9;9;9;3;5;1;0;3;3;3;Embedded Systems Engineer
5;6;6;5;8;8;2;2;6;0;0;1;9;9;4;9;1;4;5;8;Database Administrator
8;3;4;3;2;7;5;8;4;0;6;2;3;6;7;0;2;7;1;6;Software Engineer
2;0;5;3;6;1;2;4;8;4;8;4;1;3;1;3;3;7;5;8;Computer and Information Systems Manager
6;8;8;6;5;3;1;2;5;4;8;2;8;2;3;9;2;2;4;6;Machine Learning Engineer
1;2;1;6;5;7;8;1;2;7;3;5;5;1;2;0;0;8;0;2;Full Stack Developer
8;7;2;9;0;7;7;7;5;9;2;4;2;0;2;3;4;3;6;5;Data Scientist
7;0;4;7;2;4;4;0;0;0;8;2;8;6;8;4;5;6;5;1;IT Support Specialist
7;3;7;7;4;9;8;9;0;0;2;6;0;1;5;4;1;9;4;4;Data Scientist
8;2;0;1;7;4;7;6;0;0;8;6;8;6;2;9;5;4;8;4;Computer Hardware Engineer
3;5;8;2;0;5;3;8;1;5;6;0;3;6;2;4;3;7;6;1;UI/UX Designer
0;9;1;4;9;4;8;1;6;3;7;1;2;0;0;9;0;1;5;7;Computer Science Teacher
8;1;6;8;9;3;8;0;3;9;8;2;6;9;9;3;7;3;9;3;Cloud Architect
0;7;3;7;6;3;6;1;5;3;1;4;9;5;9;5;4;2;5;7;DevOps Engineer
1;1;3;4;7;5;0;0;0;7;9;5;1;3;9;6;6;1;6;5;IT Sales Professional
0;4;3;4;2;9;3;5;4;9;5;9;8;5;9;9;2;7;9;3;Systems Analyst
3;4;3;5;8;3;6;2;6;4;2;3;3;2;3;2;0;6;6;1;Embedded Systems Engineer
0;6;3;3;2;9;3;6;1;1;4;8;3;0;3;3;6;0;6;3;Back End Developer
7;8;6;6;4;5;7;8;2;4;1;6;6;8;2;3;5;2;2;2;Full Stack Developer
7;1;4;3;1;3;7;9;4;4;7;4;0;9;5;3;5;5;7;9;Technical Support Engineer
0;8;9;5;1;3;2;3;9;4;8;8;4;5;5;5;7;7;0;9;IT Project Manager
2;6;8;9;9;6;8;6;3;1;3;2;8;7;1;8;6;4;4;8;Technical Writer
4;1;0;4;6;4;8;1;7;4;4;9;9;3;2;5;5;8;3;2;Artificial Intelligence Engineer
6;1;3;4;3;9;7;2;0;7;4;2;8;7;9;0;5;0;4;5;Network Administrator
8;0;6;5;5;0;9;5;5;2;4;0;9;9;4;6;6;0;0;3;IT Sales Professional
5;3;1;8;2;3;2;4;7;0;6;8;0;4;9;3;3;1;4;0;UI/UX Designer
1;0;2;8;7;3;0;8;9;9;1;5;4;1;7;1;7;7;1;6;IT Consultant
6;7;0;4;0;6;1;3;9;5;6;5;9;0;1;5;3;8;1;0;Cybersecurity Analyst
1;6;4;6;0;3;8;5;9;8;6;0;7;3;1;5;4;8;4;3;Network Administrator
9;8;6;4;2;9;8;1;4;1;0;1;4;6;0;8;8;6;1;3;Full Stack Developer
3;9;9;3;2;5;7;3;5;9;0;5;9;3;3;5;0;6;0;0;Cybersecurity Analyst
3;5;6;7;4;7;2;2;7;9;8;9;0;3;4;9;3;6;8;7;Research Scientist
8;7;2;3;0;0;1;4;3;8;7;3;4;9;5;9;6;6;8;9;Database Administrator
1;4;2;6;5;7;7;4;8;5;3;9;4;6;4;5;0;4;9;7;Computer Network Architect
6;0;2;5;2;4;6;5;7;7;3;2;3;1;2;9;2;9;7;5;UI/UX Designer
1;9;3;8;6;5;6;9;0;7;0;2;7;5;6;4;6;9;2;7;Full Stack Developer
8;2;2;0;1;5;7;9;0;3;5;5;2;9;9;1;3;9;0;0;Systems Analyst
1;5;2;3;4;3;9;0;6;1;6;4;1;7;6;5;3;3;6;8;Front End Developer
0;6;3;6;3;8;5;4;5;1;6;5;0;6;6;9;2;0;5;3;Systems Analyst
2;2;6;4;7;8;9;2;2;3;8;7;8;5;9;3;4;4;6;1;Computer Systems Analyst
0;5;2;3;7;4;1;4;3;1;0;0;6;3;5;9;3;9;5;5;Mobile App Developer
6;2;9;4;0;7;0;5;5;1;6;0;1;8;4;5;2;1;3;4;Mobile App Developer
4;6;1;5;4;2;8;6;1;7;6;1;0;6;8;8;0;4;7;3;IT Consultant
7;6;6;9;4;9;7;2;9;1;3;8;3;0;6;6;3;5;1;4;DevOps Engineer
6;8;5;8;6;0;6;3;6;6;5;2;3;7;1;8;8;1;3;7;Computer Science Teacher
4;8;2;4;5;9;3;0;3;0;1;2;3;8;6;5;0;4;0;5;Cloud Architect
4;4;5;2;9;4;3;8;4;9;5;6;9;7;5;4;5;9;0;2;Software Developer
2;8;9;3;0;6;9;9;0;6;5;9;4;2;5;8;2;0;8;1;Database Administrator
3;7;5;3;7;6;6;3;2;3;6;1;2;2;6;2;4;8;0;1;Computer Hardware Engineer
2;6;3;4;1;4;1;8;5;9;7;8;6;0;2;3;5;6;1;1;Business Intelligence Analyst
1;5;1;1;9;6;5;8;8;1;9;8;2;7;8;0;4;6;4;7;Digital Marketing Specialist
1;9;6;2;3;3;6;8;8;8;8;6;6;6;7;0;2;8;0;8;Technical Writer
8;7;7;2;3;5;1;3;6;6;9;8;9;4;6;2;4;8;8;3;Computer Systems Manager
4;8;8;1;1;9;0;5;1;5;6;0;3;0;3;8;9;0;3;2;Software Tester
0;6;7;3;1;6;2;9;6;2;9;3;2;8;0;9;9;8;9;2;Front End Developer
8;1;3;6;9;0;6;7;3;5;8;8;9;7;0;4;9;7;3;1;IT Consultant
4;6;2;2;5;7;7;8;7;8;4;3;0;8;8;3;4;1;7;0;IT Support Specialist
6;2;2;8;8;0;9;7;4;5;6;1;5;1;4;3;4;9;9;2;Systems Analyst
4;4;3;7;7;8;9;1;2;0;2;1;5;4;6;2;8;3;9;4;Digital Marketing Specialist
9;9;3;4;2;3;4;0;7;2;9;8;7;2;3;1;5;1;6;5;Front End Developer
4;1;9;0;3;4;4;9;8;5;1;1;9;5;8;5;9;5;1;5;Technical Support Engineer
8;4;0;8;9;1;5;3;9;8;2;8;8;1;3;4;7;2;9;0;Research Scientist
7;5;7;7;2;9;9;3;3;4;7;2;0;0;6;5;0;9;7;8;Computer and Information Systems Manager
9;7;7;7;6;9;8;3;7;4;6;2;1;0;2;5;5;3;8;9;DevOps Engineer
6;3;1;6;7;5;6;0;9;4;5;9;9;2;5;7;0;0;0;1;Blockchain Developer
1;6;5;9;8;3;3;3;0;0;8;1;1;5;2;3;7;2;7;7;Technical Support Engineer
5;6;2;0;7;0;1;1;2;7;3;1;3;4;5;9;4;2;2;3;Digital Marketing Specialist
1;4;0;9;5;6;4;4;2;7;2;6;2;4;5;1;0;6;4;4;Business Intelligence Analyst
3;5;4;4;1;8;0;0;6;9;3;1;1;3;0;1;8;0;3;6;Network Engineer
1;6;4;0;5;1;7;7;0;0;3;5;3;1;3;6;2;8;6;7;Computer and Information Research Scientist
6;3;6;4;4;7;2;9;3;5;1;1;4;7;2;8;0;1;9;1;Technical Writer
9;2;6;3;9;3;9;4;4;8;7;9;9;0;4;9;2;0;9;8;UI/UX Designer
4;9;0;7;8;7;2;2;0;5;1;3;6;9;4;1;8;0;0;2;Technical Support Engineer
5;1;8;1;3;6;0;1;5;9;5;5;1;0;8;6;1;0;1;4;Computer Systems Analyst
2;7;4;2;1;3;9;2;4;1;3;0;2;8;1;2;7;6;0;1;Front End Developer
1;8;6;6;4;1;5;6;9;3;5;6;0;7;7;4;3;8;0;3;Network Administrator
9;7;5;0;8;3;9;9;3;0;0;0;3;3;1;9;3;0;0;0;Computer Science Teacher
8;4;4;1;5;0;2;5;3;6;2;7;3;1;6;3;8;7;1;8;Software Engineer
3;0;5;6;4;1;0;6;2;7;1;7;5;9;2;7;8;1;9;3;Game Developer
3;8;2;9;9;9;7;5;4;1;5;5;2;2;9;4;9;2;0;7;Front End Developer
2;6;0;0;5;1;0;0;4;3;2;4;3;4;9;2;1;3;4;8;UI/UX Designer
8;9;6;4;7;7;6;9;7;1;4;5;8;5;2;4;2;0;5;4;Software Engineer
3;1;7;4;5;4;4;4;2;6;1;2;0;1;8;3;1;1;2;5;Technical Writer
8;7;8;7;9;2;1;9;0;8;4;2;5;6;2;4;4;9;3;2;Computer and Information Systems Manager
2;4;5;3;4;3;6;0;2;6;1;8;4;4;1;4;2;7;1;3;Web Developer
3;7;2;3;6;2;1;3;6;9;8;6;8;2;2;9;5;1;2;5;Computer Programmer
2;7;3;8;6;1;7;4;6;3;4;5;8;8;9;0;5;9;0;8;Web Developer
5;9;6;3;0;6;1;0;3;9;4;9;4;1;8;5;6;2;4;8;Front End Developer
2;0;0;0;5;0;1;8;2;5;7;6;5;4;0;0;3;3;6;2;Cybersecurity Analyst
9;1;1;9;6;9;5;5;4;7;2;1;5;1;3;3;3;4;8;0;Computer Systems Manager
9;9;5;8;9;6;1;5;4;5;9;6;0;6;2;9;7;0;0;5;Computer Science Teacher
9;6;3;1;6;7;9;9;2;3;8;8;3;6;0;2;9;4;5;3;IT Project Manager
8;8;6;3;7;3;7;5;4;6;6;6;4;6;4;6;8;2;8;4;Blockchain Developer
9;8;6;5;9;8;9;1;1;8;8;8;8;9;3;7;6;8;6;0;Computer and Information Systems Manager
8;8;0;5;8;4;3;6;4;8;3;8;6;8;2;8;4;4;9;5;Software Tester
9;3;8;5;5;3;3;5;0;8;8;8;0;3;4;8;9;3;4;4;Computer Systems Manager
0;1;4;9;0;3;4;7;9;3;2;7;8;4;2;0;8;3;2;8;Software Tester
2;4;3;0;2;3;8;1;1;5;8;9;2;6;9;6;8;9;4;5;Quality Assurance Engineer
9;7;6;9;8;9;5;1;5;9;6;1;6;0;1;6;3;7;8;9;Game Developer
